country_host,name,req,requirements,study_field,study_level,url,keywords
"online,España","Becas para maestría OEA – Formato Educativo, 2022","1. Serán elegibles los interesados con nacionalidad y/o residencia legal permanente de cualquiera de los Estados Miembros de la SG/OEA.,
2. Para ser beneficiario de la beca, el candidato deberá haber finalizado el proceso de admisión y haber sido admitido en el programa de estudios en FE.,
3. No haber recibido otras becas académicas de la OEA, en el mismo nivel de estudios propuesto a esta convocatoria.,
4. Antes de iniciar cualquier Programa, todo Becario deberá demostrar su capacidad financiera para solventar los costos del Programa no cubierto por la Beca dentro de un plazo establecido.,
5. No serán elegibles para recibir las Becas los funcionarios de la SG/OEA, las personas que se encuentren bajo contrato por resultados con la SG/OEA, el personal de las Misiones Permanentes ante la OEA ni los familiares de todas las personas antes mencionadas.","1. Serán elegibles los interesados con nacionalidad y/o residencia legal permanente de cualquiera de los Estados Miembros de la SG/OEA.,2. Para ser beneficiario de la beca, el candidato deberá haber finalizado el proceso de admisión y haber sido admitido en el programa de estudios en FE.,3. No haber recibido otras becas académicas de la OEA, en el mismo nivel de estudios propuesto a esta convocatoria.,4. Antes de iniciar cualquier Programa, todo Becario deberá demostrar su capacidad financiera para solventar los costos del Programa no cubierto por la Beca dentro de un plazo establecido.,5. No serán elegibles para recibir las Becas los funcionarios de la SG/OEA, las personas que se encuentren bajo contrato por resultados con la SG/OEA, el personal de las Misiones Permanentes ante la OEA ni los familiares de todas las personas antes mencionadas.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestria-oea-formato-educativo-a1774/,familiares beneficiario candidato nivel convocatoria iniciar finalizado capacidad admisión funcionarios encuentren personal estudios miembros plazo becas beca resultados misiones nacionalidad
Estados Unidos,"Becas Meta (Facebook) Fellowship Program, 2023","USTED ES ELEGIBLE PARA SOLICITAR EL PROGRAMA SIEMPRE QUE,
1. Se encuentre Inscrito en un programa de doctorado en una universidad acreditada en el otoño siguiente al ciclo de solicitud (es decir, otoño de 2023),
2. Desee participar en investigaciones relacionadas con la informática y la ingeniería en áreas relevantes para Meta, como se especifica en la sección de Becas disponibles,
3. El programa está abierto a estudiantes de todas las universidades acreditadas de cualquier parte del mundo.,USTED NO SERÁ ELEGIBLE PARA ESTE PROGRAMA DE BECAS SI,
a. Va a graduarse antes del otoño después de cada ciclo de solicitud,
b. Planea trabajar en otra empresa competidora a tiempo parcial mientras participa en la beca,
c. Es un trabajador eventual en Meta. Ya que no es posible pagar el salario CW y el estipendio de la beca al mismo tiempo.,
d. Es un residente de Meta AI,
e. Planea hacer una pasantía de medio tiempo con un competidor durante el año académico (otoño/primavera). Puede realizar una pasantía en otra empresa en el verano anterior a la beca o en el verano entre años académicos durante la beca. Esto incluye extensiones de pasantías hasta el otoño.,
f. No se ofrecen premios a candidatos cuya investigación esté fuera de las áreas de investigación especificadas descritas en la sección de Becas disponibles. Revise cuidadosamente la descripción de cada beca disponible para asegurarse de que está alineado con el área de investigación correcta.,
g. Actualmente no es posible proporcionar financiamiento para estudiantes universitarios, graduados en diferentes disciplinas o financiamiento alternativo, como pequeñas subvenciones.","USTED ES ELEGIBLE PARA SOLICITAR EL PROGRAMA SIEMPRE QUE,1. Se encuentre Inscrito en un programa de doctorado en una universidad acreditada en el otoño siguiente al ciclo de solicitud (es decir, otoño de 2023),2. Desee participar en investigaciones relacionadas con la informática y la ingeniería en áreas relevantes para Meta, como se especifica en la sección de Becas disponibles,3. El programa está abierto a estudiantes de todas las universidades acreditadas de cualquier parte del mundo.,USTED NO SERÁ ELEGIBLE PARA ESTE PROGRAMA DE BECAS SI,a. Va a graduarse antes del otoño después de cada ciclo de solicitud,b. Planea trabajar en otra empresa competidora a tiempo parcial mientras participa en la beca,c. Es un trabajador eventual en Meta. Ya que no es posible pagar el salario CW y el estipendio de la beca al mismo tiempo.,d. Es un residente de Meta AI,e. Planea hacer una pasantía de medio tiempo con un competidor durante el año académico (otoño/primavera). Puede realizar una pasantía en otra empresa en el verano anterior a la beca o en el verano entre años académicos durante la beca. Esto incluye extensiones de pasantías hasta el otoño.,f. No se ofrecen premios a candidatos cuya investigación esté fuera de las áreas de investigación especificadas descritas en la sección de Becas disponibles. Revise cuidadosamente la descripción de cada beca disponible para asegurarse de que está alineado con el área de investigación correcta.,g. Actualmente no es posible proporcionar financiamiento para estudiantes universitarios, graduados en diferentes disciplinas o financiamiento alternativo, como pequeñas subvenciones.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-facebook-fellowship-program-a1036/,revise área sección participa graduarse investigación solicitar ingeniería empresa competidor desee premios candidatos disciplinas planea trabajador becas ciclo participar beca
Israel,"Becas MFA para estudiantes internacionales en Israel, 2023-2024","¿QUIÉN PUEDE APLICAR?,
1. Debe tener un título BA o BSc (o superior) y un buen historial de logros académicos.,
2. Debe tener menos de 35 años al comienzo del año académico.,
3. Debe ser ciudadano de uno de los siguientes países: Argentina, Austria, Bielorrusia, Bélgica, Bulgaria, Canadá (Provincia de Quebec), China, Colombia, Croacia, Chipre, República Checa, Dinamarca, Estonia, Finlandia, Francia. Georgia, Alemania, Grecia, Gran Bretaña, Hungría, India, Italia, Japón, Lituania, Letonia, México, Noruega, Polonia, Portugal, República de Corea, República de Serbia, Rumania, Rusia, República Eslovaca, Eslovenia, España, Suiza, Países Bajos, Taiwán, Turquía y Ucrania.,
4. No puede presentar una solicitud si es ciudadano israelí.,
5. Solo puede recibir una beca después de ser aceptado en un instituto académico reconocido por el Consejo de Educación Superior de Israel.,
6. Debe cumplir con el nivel de dominio del idioma inglés requerido por el instituto académico donde pretende estudiar o realizar una investigación.,
7. Si tiene la intención de estudiar o realizar una investigación en hebreo, debe cumplir con el nivel de dominio del idioma hebreo requerido por el instituto académico donde pretende estudiar o realizar una investigación.,NOTAS,
a. Debe recibir una visa de estudiante tipo (A2) que no le permita trabajar para ser elegible para la beca.,
b. Puede solicitar la visa en su Embajada israelí local o en el Ministerio del Interior en Israel.","¿QUIÉN PUEDE APLICAR?,1. Debe tener un título BA o BSc (o superior) y un buen historial de logros académicos.,2. Debe tener menos de 35 años al comienzo del año académico.,3. Debe ser ciudadano de uno de los siguientes países: Argentina, Austria, Bielorrusia, Bélgica, Bulgaria, Canadá (Provincia de Quebec), China, Colombia, Croacia, Chipre, República Checa, Dinamarca, Estonia, Finlandia, Francia. Georgia, Alemania, Grecia, Gran Bretaña, Hungría, India, Italia, Japón, Lituania, Letonia, México, Noruega, Polonia, Portugal, República de Corea, República de Serbia, Rumania, Rusia, República Eslovaca, Eslovenia, España, Suiza, Países Bajos, Taiwán, Turquía y Ucrania.,4. No puede presentar una solicitud si es ciudadano israelí.,5. Solo puede recibir una beca después de ser aceptado en un instituto académico reconocido por el Consejo de Educación Superior de Israel.,6. Debe cumplir con el nivel de dominio del idioma inglés requerido por el instituto académico donde pretende estudiar o realizar una investigación.,7. Si tiene la intención de estudiar o realizar una investigación en hebreo, debe cumplir con el nivel de dominio del idioma hebreo requerido por el instituto académico donde pretende estudiar o realizar una investigación.,NOTAS,a. Debe recibir una visa de estudiante tipo (A2) que no le permita trabajar para ser elegible para la beca.,b. Puede solicitar la visa en su Embajada israelí local o en el Ministerio del Interior en Israel.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-mfa-para-estudiantes-internacionales-en-israel-a1034/,"idioma investigación nivel cumplir solicitar comienzo ,notas historial pretende visa intención países beca título ciudadano permita aceptado estudiante recibir logros"
"Argentina,Bolivia,Chile,Colombia,Costa Rica,Cuba,Ecuador,El Salvador,España,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Puerto Rico,Uruguay,Venezuela,otros países","Ayudas para la lectura de Tesis Doctorales – AUIP, 2023","Las condiciones de los solicitantes deben tener para acceder a las becas son:,
1. La solicitud de estas ayudas debe realizarse antes de la defensa de la Tesis.,
2. Estar vinculado en la actualidad con la universidad con cuyo aval entraron en el Programa Colaborativo Iberoamericano de Formación Doctoral o, en su defecto, con otra universidad latinoamericana asociada a la AUIP.,
3. Haber realizado, en tiempo y forma, las estancias que se definan en cada Programa Colaborativo Iberoamericano de Formación Doctoral.,
4. Presentar una carta del Director o Directores de la Tesis Doctoral, en la que se avale expresamente la presentación a defensa pública.,
5. Facilitar un Curriculum Vitae que recoja las actividades de formación e investigación llevadas a cabo durante el periodo de realización de la Tesis Doctoral.,
6. Cumplir con la normativa de aplicación que estipule la universidad española.,
7. La Tesis Doctoral deberá ser redactada en español, portugués o inglés.,
8. Facilitar toda la documentación, a través de la aplicación informática de la AUIP, necesaria para la evaluación de cada solicitud.,
9. Aceptar que el nombre y apellidos de los seleccionados aparezcan publicados en la web de la AUIP.,
10. Figurar como seguidor en las redes sociales de la AUIP.,
La participación en la convocatoria supone la aceptación de estas bases. Asimismo, la AUIP se reserva la posibilidad de requerir documentación adicional para acreditar la información presentada","Las condiciones de los solicitantes deben tener para acceder a las becas son:,1. La solicitud de estas ayudas debe realizarse antes de la defensa de la Tesis.,2. Estar vinculado en la actualidad con la universidad con cuyo aval entraron en el Programa Colaborativo Iberoamericano de Formación Doctoral o, en su defecto, con otra universidad latinoamericana asociada a la AUIP.,3. Haber realizado, en tiempo y forma, las estancias que se definan en cada Programa Colaborativo Iberoamericano de Formación Doctoral.,4. Presentar una carta del Director o Directores de la Tesis Doctoral, en la que se avale expresamente la presentación a defensa pública.,5. Facilitar un Curriculum Vitae que recoja las actividades de formación e investigación llevadas a cabo durante el periodo de realización de la Tesis Doctoral.,6. Cumplir con la normativa de aplicación que estipule la universidad española.,7. La Tesis Doctoral deberá ser redactada en español, portugués o inglés.,8. Facilitar toda la documentación, a través de la aplicación informática de la AUIP, necesaria para la evaluación de cada solicitud.,9. Aceptar que el nombre y apellidos de los seleccionados aparezcan publicados en la web de la AUIP.,10. Figurar como seguidor en las redes sociales de la AUIP.,La participación en la convocatoria supone la aceptación de estas bases. Asimismo, la AUIP se reserva la posibilidad de requerir documentación adicional para acreditar la información presentada","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/ayudas-para-la-lectura-de-tesis-doctorales-auip-a2646/,defecto web actividades curriculum investigación forma realización cumplir convocatoria periodo posibilidad director acceder nombre estipule redactada reserva tesis aceptación aplicación
Holanda,"Becas de la Universidad Radboud – Holanda, 2023-2024","Solo será elegible para solicitar una beca Radboud si:,
1. Tienen un pasaporte no perteneciente a la UE / fuera del EEE,
2. No son elegibles para la tasa de matrícula más baja de la UE / EEE por otras razones.,
3. Tienen (obtendrán) una licenciatura obtenida fuera de los Países Bajos, no tienen títulos obtenidos en los Países Bajos y no haber recibido ninguna educación previa en los Países Bajos (excluidos los programas de intercambio, siempre que formen parte de la licenciatura lograda fuera de los Países Bajos).,
4. Cumplen con el requisito de dominio del idioma inglés para el programa de maestría de su elección.,
5. Han sido admitido completamente en el programa de maestría impartido en inglés a partir del 1 de septiembre de 2023 como se indica en la carta formal de admisión.,
6. Son capaces de cumplir con las condiciones para obtener un visado para los Países Bajos.,
7. Están matriculados en la Universidad de Radboud como estudiantes a tiempo completo para el año académico y el programa de maestría para el cual se otorgará la beca.","Solo será elegible para solicitar una beca Radboud si:,1. Tienen un pasaporte no perteneciente a la UE / fuera del EEE,2. No son elegibles para la tasa de matrícula más baja de la UE / EEE por otras razones.,3. Tienen (obtendrán) una licenciatura obtenida fuera de los Países Bajos, no tienen títulos obtenidos en los Países Bajos y no haber recibido ninguna educación previa en los Países Bajos (excluidos los programas de intercambio, siempre que formen parte de la licenciatura lograda fuera de los Países Bajos).,4. Cumplen con el requisito de dominio del idioma inglés para el programa de maestría de su elección.,5. Han sido admitido completamente en el programa de maestría impartido en inglés a partir del 1 de septiembre de 2023 como se indica en la carta formal de admisión.,6. Son capaces de cumplir con las condiciones para obtener un visado para los Países Bajos.,7. Están matriculados en la Universidad de Radboud como estudiantes a tiempo completo para el año académico y el programa de maestría para el cual se otorgará la beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-la-universidad-radboud-holanda-a2143/,maestría excluidos idioma obtendrán solicitar cumplir programas intercambio admisión títulos elección pasaporte inglés indica países matrícula cumplen beca razones estudiantes
España,"Becas para realizar Estudios de Máster Universitario en la Universidad Carlos III – Becas AUIP, 2023-2024","1. Los candidatos a estas ayudas deberán ser alumnos de nuevo ingreso procedentes de centros universitarios no españoles asociados a la AUIP y estar en posesión de los requisitos y condiciones de acceso a las enseñanzas oficiales establecidas en el artículo 18 del Real Decreto 822/2021 de 28 de septiembre o, en condiciones de obtenerlos antes del plazo máximo establecido por el Centro de Postgrado para acreditar la finalización de los estudios previos.,
2. Los candidatos, para ser admitidos en el proceso de adjudicación de las ayudas, deben haber formalizado previamente la solicitud de admisión al Máster para el que solicita la beca en la aplicación informática de la Universidad Carlos III de Madrid (Admisión a Másteres Universitarios) que conlleva el abono de la tasa de solicitud de acceso, antes de la fecha fin de solicitudes de la ayuda.,RÉGIMEN DE INCOMPATIBILIDADES,
a. La ayuda prevista en esta convocatoria es incompatible con cualquier otro tipo de beca, subvención o ayuda de la misma naturaleza que incluya los conceptos previstos en el artículo 2 de la presente convocatoria.,
b. Si se da el caso, el Centro de Postgrado puede declarar la revocación total o parcial de la beca.","1. Los candidatos a estas ayudas deberán ser alumnos de nuevo ingreso procedentes de centros universitarios no españoles asociados a la AUIP y estar en posesión de los requisitos y condiciones de acceso a las enseñanzas oficiales establecidas en el artículo 18 del Real Decreto 822/2021 de 28 de septiembre o, en condiciones de obtenerlos antes del plazo máximo establecido por el Centro de Postgrado para acreditar la finalización de los estudios previos.,2. Los candidatos, para ser admitidos en el proceso de adjudicación de las ayudas, deben haber formalizado previamente la solicitud de admisión al Máster para el que solicita la beca en la aplicación informática de la Universidad Carlos III de Madrid (Admisión a Másteres Universitarios) que conlleva el abono de la tasa de solicitud de acceso, antes de la fecha fin de solicitudes de la ayuda.,RÉGIMEN DE INCOMPATIBILIDADES,a. La ayuda prevista en esta convocatoria es incompatible con cualquier otro tipo de beca, subvención o ayuda de la misma naturaleza que incluya los conceptos previstos en el artículo 2 de la presente convocatoria.,b. Si se da el caso, el Centro de Postgrado puede declarar la revocación total o parcial de la beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-realizar-estudios-de-master-universitario-en-la-universidad-carlos-iii-becas-auip-a0237/,"alumnos ,régimen máster abono solicitudes convocatoria formalizado admisión candidatos incluya finalización aplicación estudios ayuda plazo admitidos naturaleza posesión revocación ingreso"
Taiwán,"Becas ICDF para estudios de grado, maestría y doctorado en Taiwán, 2023","1. Ser ciudadano de un país de la Lista de Países Elegibles para Beca Taiwan ICDF, y satisfacer cualquier criterio específico establecido por su país y/o gobierno de ciudadanía.,
2. Contar con certificado de bachillerato, título universitario de licenciatura o de postgrado.,
3. Certificado de suficiencia del idioma inglés de los últimos 3 años, por ejemplo, TOEFL iBT (75 ó mayor) o IELTS (5.5 ó mayor), etc.,No estará calificado para aplicar Beca ICDF si:,
a. No cubre con todos los requisitos establecidos por las universidades.,
b. Aplica a más de un programa.,
c. Es beneficiario de alguna beca ofrecida por el gobierno de Taiwán al mismo tiempo de su aplicación a esta beca.,
d. Los ex-becarios de Beca ICDF o de Beca Taiwán, deberán cumplir al menos un año de haber regresado a su país antes de aplicar nuevamente a esta Beca ICDF.,
e. Ser ciudadano taiwanés o extranjero residente en fuera de Taiwán.,
f. Habérsele revocado cualquier beca de Taiwán en general.,
g. Haber sido suspendido de cualquier universidad taiwanesa.","1. Ser ciudadano de un país de la Lista de Países Elegibles para Beca Taiwan ICDF, y satisfacer cualquier criterio específico establecido por su país y/o gobierno de ciudadanía.,2. Contar con certificado de bachillerato, título universitario de licenciatura o de postgrado.,3. Certificado de suficiencia del idioma inglés de los últimos 3 años, por ejemplo, TOEFL iBT (75 ó mayor) o IELTS (5.5 ó mayor), etc.,No estará calificado para aplicar Beca ICDF si:,a. No cubre con todos los requisitos establecidos por las universidades.,b. Aplica a más de un programa.,c. Es beneficiario de alguna beca ofrecida por el gobierno de Taiwán al mismo tiempo de su aplicación a esta beca.,d. Los ex-becarios de Beca ICDF o de Beca Taiwán, deberán cumplir al menos un año de haber regresado a su país antes de aplicar nuevamente a esta Beca ICDF.,e. Ser ciudadano taiwanés o extranjero residente en fuera de Taiwán.,f. Habérsele revocado cualquier beca de Taiwán en general.,g. Haber sido suspendido de cualquier universidad taiwanesa.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-taiwan-beca-icdf-para-estudios-de-grado-maestria-y-doctorado-en-taiwan-11535/,beneficiario país idioma certificado cumplir extranjero revocado ciudadanía aplicación lista satisfacer cubre países título beca licenciatura ciudadano contar ejemplo general
España,"Becas de doctorado de la Fundación Carolina, 2023-2024","1. Tener ciudadanía de alguno de los países de América Latina integrantes de la Comunidad Iberoamericana de Naciones. Estar en posesión del título de licenciatura o ingeniería.,
2. Estar en posesión de un título de máster obtenido conforme a sistemas educativos al margen del Espacio Europeo de Educación Superior (EEES) que acredite un nivel de formación equivalente a la del título oficial español de Máster Universitario y que faculte en el país expedidor del título para el acceso a estudios de doctorado. Se aceptará igualmente cualquier título de máster expedido en un país del Espacio Europeo de Educación Superior que faculte para el acceso a estudios de doctorado.,
3. Ser docente de carrera o de planta, o personal administrativo de una universidad iberoamericana, y ser presentado o auspiciado por la misma, con certificación de compromiso institucional de retorno, una vez finalizados los estudios de doctorado.,
4. Cumplir con los requisitos de excelencia curricular y experiencia profesional.,
5. Cumplir con las exigencias legales o contractuales establecidas por la universidad de origen y por la Fundación Carolina.,
6. Contar con una carta de aceptación (o, en su defecto, de preadmisión) al programa de doctorado por parte de la universidad española.,
7. No ser residente en España.,
8. No haber iniciado el doctorado en España con anterioridad a la solicitud de la beca.","1. Tener ciudadanía de alguno de los países de América Latina integrantes de la Comunidad Iberoamericana de Naciones. Estar en posesión del título de licenciatura o ingeniería.,2. Estar en posesión de un título de máster obtenido conforme a sistemas educativos al margen del Espacio Europeo de Educación Superior (EEES) que acredite un nivel de formación equivalente a la del título oficial español de Máster Universitario y que faculte en el país expedidor del título para el acceso a estudios de doctorado. Se aceptará igualmente cualquier título de máster expedido en un país del Espacio Europeo de Educación Superior que faculte para el acceso a estudios de doctorado.,3. Ser docente de carrera o de planta, o personal administrativo de una universidad iberoamericana, y ser presentado o auspiciado por la misma, con certificación de compromiso institucional de retorno, una vez finalizados los estudios de doctorado.,4. Cumplir con los requisitos de excelencia curricular y experiencia profesional.,5. Cumplir con las exigencias legales o contractuales establecidas por la universidad de origen y por la Fundación Carolina.,6. Contar con una carta de aceptación (o, en su defecto, de preadmisión) al programa de doctorado por parte de la universidad española.,7. No ser residente en España.,8. No haber iniciado el doctorado en España con anterioridad a la solicitud de la beca.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-doctorado-de-la-fundacion-carolina-a3454/,defecto retorno país finalizados excelencia nivel cumplir máster ingeniería presentado docente auspiciado ciudadanía compromiso faculte aceptación fundación sistemas aceptará personal
Nueva Zelanda,"Becas Manaaki del Gobierno de Nueva Zelanda, 2023","1. Los solicitantes deben tener 18 años o más para solicitar la beca. No hay límite de edad superior para los solicitantes. Sin embargo, prefieren solicitantes menores de 40 años.,
2. Se requiere dominio del idioma inglés presentando un certificado de dominio del idioma: IELTS, TOEFL, PTE Academic, Cambridge Academic English (advanced).,
3. Los solicitantes deben cumplir con el requisito de Covid19 de Nueva Zelanda para estudiar en Nueva Zelanda,
4. Los candidatos que solicitan deben cumplir con todos los requisitos de ingreso.,
5. Los candidatos deben aceptar regresar a su país después de graduarse para el servicio de desarrollo comunitario.,
6. Si ha sido elegido para esta beca, debe enviar la solicitud de visa,
7. Para mayores posibilidades de obtener una beca de Nueva Zelanda, se necesita experiencia laboral para la beca de posgrado, pero para la beca de pregrado no se requiere experiencia.","1. Los solicitantes deben tener 18 años o más para solicitar la beca. No hay límite de edad superior para los solicitantes. Sin embargo, prefieren solicitantes menores de 40 años.,2. Se requiere dominio del idioma inglés presentando un certificado de dominio del idioma: IELTS, TOEFL, PTE Academic, Cambridge Academic English (advanced).,3. Los solicitantes deben cumplir con el requisito de Covid19 de Nueva Zelanda para estudiar en Nueva Zelanda,4. Los candidatos que solicitan deben cumplir con todos los requisitos de ingreso.,5. Los candidatos deben aceptar regresar a su país después de graduarse para el servicio de desarrollo comunitario.,6. Si ha sido elegido para esta beca, debe enviar la solicitud de visa,7. Para mayores posibilidades de obtener una beca de Nueva Zelanda, se necesita experiencia laboral para la beca de posgrado, pero para la beca de pregrado no se requiere experiencia.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-manaaki-del-gobierno-de-nueva-zelanda-a3453/,presentando país idioma graduarse certificado solicitar cumplir desarrollo requiere enviar candidatos necesita posibilidades ingreso posgrado beca servicio solicitan límite regresar
Bélgica,"Becas Top-up para maestría en la Universidad de Gante, 2023-2024","REQUISITOS DE ELEGIBILIDAD,
1. Podrán solicitar la beca nuevos estudiantes que deseen realizar un Máster en la Universidad de Gante.,
2.1. Debe tener una licenciatura al solicitar un programa de maestría,
2.2. O tener una maestría al solicitar un programa de segunda maestría,
3. Tiene que ser originario de un país incluido en la larga lista de la lista de países OESO-DAC (https://www.oecd.org/dac/financing-sustainable-development/development-finance-standards/DAC-List-ODA-Recipients-for-reporting-2021-flows.pdf),
Se da prioridad a los estudiantes de las tres primeras columnas de dicha la lista de países. Como excepción, los estudiantes de la cuarta columna pueden ser considerados si demuestran una muy clara motivación por su programa académico elegido.,REQUISITOS DE IDIOMA,
a. En resumen, todos los programas de licenciatura se imparten en holandés (con la excepción de la Licenciatura en Ciencias Sociales, solicitud en Vrije Universiteit Brussel).,
b. El inglés es el idioma de instrucción en varios programas de maestría.,
c. El idioma común en las Escuelas de Doctorado es el inglés.","REQUISITOS DE ELEGIBILIDAD,1. Podrán solicitar la beca nuevos estudiantes que deseen realizar un Máster en la Universidad de Gante.,2.1. Debe tener una licenciatura al solicitar un programa de maestría,2.2. O tener una maestría al solicitar un programa de segunda maestría,3. Tiene que ser originario de un país incluido en la larga lista de la lista de países OESO-DAC (https://www.oecd.org/dac/financing-sustainable-development/development-finance-standards/DAC-List-ODA-Recipients-for-reporting-2021-flows.pdf),Se da prioridad a los estudiantes de las tres primeras columnas de dicha la lista de países. Como excepción, los estudiantes de la cuarta columna pueden ser considerados si demuestran una muy clara motivación por su programa académico elegido.,REQUISITOS DE IDIOMA,a. En resumen, todos los programas de licenciatura se imparten en holandés (con la excepción de la Licenciatura en Ciencias Sociales, solicitud en Vrije Universiteit Brussel).,b. El inglés es el idioma de instrucción en varios programas de maestría.,c. El idioma común en las Escuelas de Doctorado es el inglés.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-belgica-beca-para-maestria-en-varios-temas-universidad-de-gante-11689/,"maestría país considerados idioma instrucción solicitar máster ,requisitos programas elegibilidad,1 columna lista columnas inglés excepción países beca estudiantes licenciatura demuestran"
México,"Becas SRE – Centro de Investigación en Matemáticas, A.C. (CIMAT)","Requisitos generales de postulación:,
1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,
2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,
3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,
Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.",ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-centro-investigacion-matematicas-cimat-10333/,"maestría cursar postulación:,1 convocatoria revisar obtenido promedio equivalente beca título solicita licenciatura contar instituciones estudio programa forman doctorado requisitos grado"
Colombia,"Becas socioeconómicas de la Universidad de Manizales, 2023-2","1. Haber obtenido en el período académico anterior a la solicitud del auxilio, un promedio igual o superior a cuatro punto cero (4.0). Para efectos de este auxilio no se aplicará aproximación.,
2. Haber cursado y aprobado en el periodo académico anterior como mínimo, el número de asignaturas correspondientes al mismo.,
3. Haber cursado y aprobado en el periodo académico anterior como mínimo, el número de asignaturas correspondientes al mismo. En caso de que el estudiante haya cursado previamente asignaturas adelantadas, se aceptará que el número de materias cursadas en el semestre o año anterior sea menor que las del período académico que cursa, salvo cuando el adelanto obedezca a homologación por transferencia, en cuyo caso no se aplicará el presente inciso.,
4. No haber recibido durante su permanencia en la institución ninguna sanción disciplinaria.,
5. No haber reprobado ni repetido ninguna asignatura en el período académico analizado.,
6. No disfrutar de pagos u otros reconocimientos por parte de la Universidad u otras instituciones, como contraprestación por servicios prestados y que tengan que ver directamente con la academia y extensión de la Universidad, en el momento de solicitar la beca.,
7. Residir en estrato socioeconómico 1, 2 o 3.,
8. Anexar a la solicitud factura de servicios públicos que acrediten el estrato socioeconómico.,
9. Estar presto a recibir la visita domiciliaria.","1. Haber obtenido en el período académico anterior a la solicitud del auxilio, un promedio igual o superior a cuatro punto cero (4.0). Para efectos de este auxilio no se aplicará aproximación.,2. Haber cursado y aprobado en el periodo académico anterior como mínimo, el número de asignaturas correspondientes al mismo.,3. Haber cursado y aprobado en el periodo académico anterior como mínimo, el número de asignaturas correspondientes al mismo. En caso de que el estudiante haya cursado previamente asignaturas adelantadas, se aceptará que el número de materias cursadas en el semestre o año anterior sea menor que las del período académico que cursa, salvo cuando el adelanto obedezca a homologación por transferencia, en cuyo caso no se aplicará el presente inciso.,4. No haber recibido durante su permanencia en la institución ninguna sanción disciplinaria.,5. No haber reprobado ni repetido ninguna asignatura en el período académico analizado.,6. No disfrutar de pagos u otros reconocimientos por parte de la Universidad u otras instituciones, como contraprestación por servicios prestados y que tengan que ver directamente con la academia y extensión de la Universidad, en el momento de solicitar la beca.,7. Residir en estrato socioeconómico 1, 2 o 3.,8. Anexar a la solicitud factura de servicios públicos que acrediten el estrato socioeconómico.,9. Estar presto a recibir la visita domiciliaria.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-socioeconomicas-de-la-universidad-de-manizales-ii-a3572/,cero acrediten cursado solicitar periodo permanencia obedezca institución pagos tengan obtenido promedio período anexar aceptará academia reprobado mínimo disfrutar aplicará
