country_host,name,requirements,study_field,study_level,url
"Alemania,España,Portugal,varios países","Becas Erasmus +, GeoTech – Master of Science in Geospatial Technologies, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-geotech-master-of-science-in-geospatial-technologies-10765/
"Francia,Holanda,Italia,varios países","Becas Erasmus +, ATOSIM – Atomic Scale Modelling of Physical, Chemical and Bio-molecular Systems","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-atosim-atomic-scale-modelling-of-physical-chemical-and-bio-molecular-systems-10717/
México,Becas SRE – Instituto Tecnológico de Morelia (ITMorelia),"Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-sre-instituto-tecnologico-de-morelia-itmorelia-11976/
España,"Becas para el Máster Universitario en Gestión Integral de la Construcción Rehabilitación y Restauración del Patrimonio ( FUNDACIÓN ACS) – Becas Fundación Carolina, 2017","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. Estar en el momento  de solicitar la beca en poseesión del Título de:  Licenciado, ingeniero o arquitecto, siempre que dicho título faculte en el país expedidor para acceder a las enseñanzas del Máster. El acceso no implicará en ningún caso la homologación del título con el que accede el interesado ni su reconocimiento a otros efectos que los de cursar las enseñanzas de Máster,5. Titulados universitarios en el ámbito de la construcción: arquitectos,  ingenieros de edificación, ingenieros de caminos, canales y puertos, ingenieros técnicos de obras públicas, ingenieros civiles, ingenieros de la construcción, ingenieros industriales (técnicos y superiores), etc.,6. Profesionales, con titulo universitario con experiencia en instalaciones eléctricas y de climatización, entre otros, que quieran formarse en arquitectura medioambiental y urbanismo sostenible. Profesionales, titulados universitarios , que quieran ser capaces de integrar sistemas eficientes energéticamente en cualquier tipo de espacio o edificación.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-universitario-en-gestion-integral-de-la-construccion-rehabilitacion-y-restauracion-del-patrimonio-fundacion-acs-becas-fundacion-carolina-11936/
España,"Becas para el Máster en Data Science y Big Data (BBVA) – Becas Fundación Carolina, 2019","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. En el momento de solicitar la beca el candidato deberá poseer el título de Licenciado universitario o ingeniero, preferentemente de las ramas de conocimiento: matemáticas, física, estadística, ingeniería, informática, telemática, telecomunicaciones.,Presentar la información solicitada para el proceso de admisión de la Escuela (ver en el apartado Proceso de selección),5. Los candidatos deberán realizar las PRUEBAS DE ADMISIÓN establecidas para este programa.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-el-master-en-data-science-y-big-data-bbva-becas-fundacion-carolina-11888/
Estados Unidos,"Becas Santa Fe Institute Scholarships, 2019","Requisitos a cubrir por el candidato:,1. Contar con un doctorado en cualquier disciplina científica otorgada dentro de los 6 años de la fecha límite de solicitud o completada antes de septiembre del año de inicio.,2. Fuertes habilidades cuantitativas y computacionales, un expediente académico ejemplar.,3. Una capacidad probada para trabajar de forma independiente y en colaboración.,4. Un interés demostrado en la investigación transdisciplinaria.,5. Evidencia de la capacidad de pensar más allá de los paradigmas tradicionales.,6. Debe poder trabajar legalmente en los EE. UU. SFI patrocinará una visa J1 para candidatos exitosos.",ciencias de la computación,Posdoctorado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-santa-fe-institute-scholarships-11708/
China,"Becas China University of Mining and Technology, CUMT, SRE, 2018","Requisitos a cubrir por el candidato:,1. Los solicitantes deberán cumplir con los criterios generales de admisión para estudiantes internacionales.,2. El promedio académico de los solicitantes debe alcanzar los 75 puntos sobre 100.,3. Dos cartas de recomendación académicas o profesionales.,4. Los solicitantes deben observar las leyes de China, así como las normas y reglamentos de CUMT.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-china-university-of-mining-and-technology-cumt-scholarship-11672/
Nueva Zelanda,"Becas AUT Vice-Chancellor’s Doctoral Scholarships en Nueva Zelanda, 2019","Las becas se otorgan según el mérito académico de los candidatos. Los beneficiarios de esta beca deberán tener:,1. Un expediente académico excelente,2. Fuertes referencias académicas,3. Y haber demostrado un potencial de investigación de alta calidad,4. Presentar un documento con las metodologías de investigación y un proyecto de investigación independiente, incluyendo la redacción de un informe sobre esa investigación,5. Superar los requisitos de admisión del programa de doctorado,6. Dominio del idioma inglés","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-nueva-zelanda-beca-aut-vice-chancellors-doctoral-scholarships-11640/
Estados Unidos,"Becas Silas Hunt Distinguised Scholarship, 2019","Requisitos a cubrir por el candidato:,1. Debe ser un estudiante de primer ingreso a la Universidad de Arkansas,2. Debe contar con un GPA de mínimo 3.75","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-silas-hunt-distinguised-scholarship-11483/
Australia,"Becas de Doctorado en la Australian National University, 2019","Para ser elegible hay que contar con un título de maestría de una universidad reconocida y cumplir con los requisitos de idioma, experiencia y viabilidad del proyecto de investigación exigidos de forma general para la realización de un Ph.D en Australia.,El proceso de postulación a la beca es simultáneo al proceso de admisión al doctorado.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-australia-becas-doctorado-australian-national-university-10442/
México,Becas SRE – Universidad Autónoma de Chihuahua (UACH),"Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.",ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-autonoma-chihuahua-uach-10374/
Estados Unidos,"Beca Fulbright – Colciencias, 2020","1. Ciudadanía. Ser ciudadano colombiano.,2. Exámenes de inglés,El candidato debe presentar uno de los siguientes exámenes de inglés exigidos y alcanzar el puntaje mínimo.,Los resultados de exámenes TOEFL y IELTS tienen una vigencia de dos años. No se tendrán en cuenta certificados de inglés vencidos.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-fulbright-colciencias-a0491/
"Bélgica,España,Grecia,el Reino Unido","Becas Erasmus+, SMACCS – Msc In Smart Cities And Communities, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-smaccs-msc-in-smart-cities-and-communities-a0307/
"España,Finlandia,el Reino Unido","Becas Erasmus+, MURCS – Master Of Urban Climate And Sustainability, 2019","ESTUDIANTES,1. Sólo los candidatos que hayan aplicado y a su vez hayan sido aceptados al programa Erasmus Mundus Master Courses (EMMC) por el consorcio de universidades europeas, serán elegibles para una beca.,2. Las becas del programa Erasmus + pueden ser ofrecidas a estudiantes de cualquier región del mundo teniendo en cuenta el equilibrio territorial. No más de tres candidatos del mismo país pueden ser premiados en la misma convocatoria.,3. Los becarios del programa Erasmus + no pueden ser al mismo tiempo beneficiarios de otra subvención de movilidad en educación superior.,4. Los candidatos a las becas deben haber obtenido un primer título de enseñanza superior o demostrar un nivel equivalente de aprendizaje reconocido de acuerdo con la legislación y las prácticas nacionales de cada país.,5. Los estudiantes que hayan sido beneficiados con anterioridad con una beca del programa Erasmus + no son reelegibles.,6. Los estudiantes pueden aplicar al programa Erasmus+ a las maestrías de su elección sin que superen el número de tres solicitudes en total por convocatoria.,7. Los estudiantes no pueden haber residido o llevado a cabo su actividad principal (trabajar, estudiar, etc.) durante más de un total de 12 meses en los últimos cinco años en un país de la Unión Europea en el momento de presentar la solicitud.,ACADÉMICOS,1. Las becas se concederán a los académicos inscritos en cualquier institución de educación superior de un tercer país que será seleccionada por el consorcio de máster Erasmus+ para contribuir al programa conjunto con el socio europeo.,2. Si el consorcio incluye socios de terceros países (ya sea como socios o socios asociados), las becas se concederán a los académicos inscritos en una institución de educación superior europea en calidad de socio de pleno derecho con el propósito de contribuir al programa conjunto dentro de esta.,3. Los académicos que deseen ser aceptados a un máster Erasmus+ deben demostrar experiencia académica y/o profesional destacada para llevar valor añadido a los másters Erasmus+.,4. Sólo los candidatos que han sido aceptados para un máster Erasmus Mundus de acuerdo con la selección de criterios académicos específicos son elegibles para una beca.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-erasmus-plus-murcs-master-of-urban-climate-and-sustainability-a0291/
España,"Becas de Movilidad de profesorado portugués. Fundación Endesa – Becas Fundación Carolina, 2019","Para ser candidato elegible es necesario cumplir los siguientes requisitos:,a. Ser nacional de Portugal,b. Estar en posesión del grado académico de doctor/a.,c. Ser docente universitario, preferentemente a tiempo completo, o personal investigador de alguna de las universidades públicas portuguesas.,d. Disponer de un currículum académico o profesional de excelencia.,e. Haber obtenido previamente la aceptación alguna de las universidades u organismo de investigación adscrito a las universidades públicas españolas detalladas en el apartado ""Centros receptores"".,f. No ser residente en España.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-movilidad-de-profesorado-portugues-fundacion-endesa-becas-fundacion-carolina-a0227/
España,"Becas de Máster Universitario en Ingeniería Ambiental – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. En el momento de solicitar la beca, estar en posesión de un título universitario oficial español u otro expedido por una institución de educación superior del Espacio Europeo de Educación Superior (EEES) que faculte en el país expedidor del título para el acceso a enseñanzas de Máster, en laterias afines la mismo.,5. Los titulados conforme a sistemas educativos ajenos al EEES podrán acceder a los estudios oficiales de Máster sin necesidad de homologar sus títulos. Previamente, la Universidad deberá comprobar que acreditan un nivel de formación equivalente a los correspondientes títulos universitarios oficiales españoles y que la titulación obtenida faculta, en el país expedidor del título, para el acceso a enseñanzas de postgrado. El acceso por esta vía no implicará en ningún caso la homologación del título previo de que esté en posesión el interesado, ni su reconocimiento a otros efectos que el de cursar las enseñanzas de Máster. Para el acceso a los estudios de Máster, quienes acrediten poseer un título extranjero no homologado en España deberán solicitar, con antelación al proceso de admisión, la comprobación del nivel de formación equivalente de sus estudios con una de las titulaciones oficiales españolas.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-ingenieria-ambiental-becas-fundacion-carolina-a0209/
España,"Becas para el Master in Science – Becas Fundación Carolina, 2018","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. Los candidatos deben estar en posesión del título de  Licenciado,  Ingeniero o Arquitecto ya en el momento de la postulación.,3. No tener la residencia en España.,4. Disponer de una dirección de correo electrónico.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-in-science-10578/
España,"Becas para el Máster Universitario en Proyecto Avanzado de Arquitectura y Ciudad – Becas Fundación Carolina, 2019","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de un correo electrónico.,4. Inglés a nivel de uso habitual escrito y hablado.,5. Estar en posesión, en el momento de realizar la solicitud de beca, del título de arquitecto, licenciado universitario, ingeniero superior. El carácter interdisciplinar del máster y la transversalidad de sus contenidos permite el acceso al mismo a candidatos con un perfil variable dentro de los ámbitos de conocimiento que a continuación se indican: titulados Arquitectos, Urbanistas, Paisajistas, Geógrafos, Ingenieros de la Edificación, Historiadores del Arte, Ingenieros de Caminos (siempre que se encuentren en posesión del titulo superior precitado).",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-universitario-proyecto-avanzado-arquitectura-ciudad-10555/
España,"Becas para Master in Nanostructured Materials for Nanotechnological Applications (Banco Santander)  – Becas Fundación Carolina, 2019","Requisitos a cumplir por el candidato:,1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. Título universitario oficial de alguna de las siguientes disciplinas: Ciencias, Ingeniería, Medicina, Biología, Farmacia y otras titulaciones asimilables.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-in-nanostructured-materials-for-nanotechnological-applications-10533/
España,"Master en Desarrollo Urbano y Territorial (FUNDACIÓN REPSOL) – Becas Fundación Carolina, 2019","1. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. Estar en posesión en el momento de la solicitud online del título de arquitectura, urbanismo, ingeniería, licenciatura en derecho, geografía, economía u otras disciplinas vinculadas a los temas del curso.,Una vez que el candidato sea ratificado como titular de una beca de Fundación Carolina, deberá completar los requisitos de admisión de la Universidad:,1. Preinscripción en el Máster en Desarrollo Urbano y Territorial a través del formulario ‘Preinscripción’, completando sus datos personales en la siguiente página web:,http://formaciocontinua.upc.edu/esp/cursos/desarrollo-urbano-territorial-gestion-transformacion-ciudades-paises-desarrollo/21005000/,2. Hoja de vida o currículo vitae.,3. Titulación universitaria legalizada.,4. Documento de identificación (pasaporte, DNI, etc.).,5. Fotografía tamaño 3x4 (formato.jpg).",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-beca-fundacion-carolina-master-desarrollo-urbano-territorial-10473/
México,Becas SRE – Universidad Autónoma de Zacatecas,"Requisitos generales de postulación:,1. Contar con un título de licenciatura, maestría o doctorado requerido para cursar el grado por el que se solicita beca.,2. Haber obtenido un promedio mínimo de 8 sobre 10 o su equivalente en el último grado de estudio.,3. Estar aceptado o cursando algún programa en alguna de las instituciones mexicanas que forman parte de la convocatoria.,Es necesario revisar los requisitos específicos del programa elegido en la propia convocatoria.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-mexico-beca-sre-universidad-autonoma-zacatecas-10380/
España,"Becas de Máster Universitario en Computación Gráfica, Realidad Virtual y Simulación. Fundación Repsol – Becas Fundación Carolina, 2019","1. Ser mujer nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal.,2. No tener la residencia en España.,3. Disponer de una dirección de correo electrónico.,4. Estar en el momento  de solicitar la beca en poseesión del Título de:  Ingeniería Informática, Ingeniería Software, Telecomunicaciones, Telemática, Física, Matemáticas, etc","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-universitario-en-computacion-grafica-realidad-virtual-y-simulacion-fundacion-repsol-becas-fundacion-carolina-a0193/
España,"Becas de Máster en Tecnología y Sostenibilidad en la Industria Agroalimentaria – Becas Fundación Carolina, 2019","1. El candidato  en el momento  de realizar la solciud ha de estar en posesión del título de Licenciado  , Arquitecto o Ingeniero.,2. Ser nacional de algún país de América Latina miembro de la Comunidad Iberoamericana de Naciones o de Portugal,3. No tener la residencia en España.,4. Disponer de una dirección de correo electrónico.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-master-en-tecnologia-y-sostenibilidad-en-la-industria-agroalimentaria-becas-fundacion-carolina-a0177/
Estados Unidos,"Becas Discover Idaho International, 2019","Requisitos a cubrir por el candidato:,1. Debe haber sido admitido en la Universidad de Idaho para cursar un grado de licenciatura,2. Debe contar con un GPA de al menos 3.25,3. Debe mantener al menos 2.5 en GPA para mantener la beca","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-estados-unidos-beca-discover-idaho-international-11426/
Australia,"Beca Adelaide Scholarships International (ASI), 2019","Requisitos a cubrir por el candidato:,1. Debe tener al menos el equivalente a un grado de Primera Clase con honores de Australia (este es un grado de cuatro años con un importante proyecto de investigación en el último año).,2. Todos los programas de estudio calificados deben ser completados con éxito.,3. Debe inscribirse en la Universidad de Adelaida como ""estudiante internacional"" y debe mantener esta condición mientras dure su inscripción en la Universidad.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-australia-beca-internacional-adelaide-asi-11340/
Italia,"Beca Bocconi en Italia para estudiantes internacionales, 2019","Requisitos a cubrir por el candidato:,1. Ser alumno de primer año de una licenciatura Bocconi o un programa en sesiones específicas de admisión,2. No ser ni residente ni ciudadano de Italia, ni haber obtenido un diploma de una institución italiana o grado en Italia.",ciencias de la computación,"Licenciatura / Grado,Maestría / Especialidad,Maestría",https://becas-sin-fronteras.com/beca/becas-italia-beca-bocconi-italia-para-estudiantes-internacionales-11311/
el Reino Unido,"Becas St Cross Worldwide – Universidad de Oxford, 2019","1. Ser de capacidad académica sobresaliente;,2. Haber sido aceptado para un curso de maestría (MSc / MSt) de un año a la Universidad de Oxford;,3. Ha recibido y aceptado un lugar provisional en St Cross College (se puede dar preferencia a los solicitantes que seleccionen St Cross como su universidad de primera elección);,4. Mostrar prueba de su capacidad para cubrir los gastos restantes (es decir, menos de £ 10,000) antes de la fecha límite de solicitud.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-st-cross-worldwide-universidad-de-oxford-a0666/
"Argentina,Brasil,Chile,Colombia,México,Panamá","Becas de movilidad Red de Macrouniversidades de América Latina y el Caribe, 2019","1. Ser alumno regular inscrito en alguna especialidad, maestría o doctorado en cualquiera de las Macrouniversidades integrantes de la RED.,2. Contar por lo menos con el 30 por ciento de los créditos de su posgrado o especialidad, al momento de presentar la solicitud.,3. Contar con la visa cuando el país de destino la requiera.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-movilidad-red-de-macrouniversidades-de-america-latina-y-el-caribe-a0776/
la India,"Becas doctorado y posdoctorado en Biotecnología TWAS-DBT en la India, 2019","1. Tener una edad máxima de 45 años el 31 de diciembre del año de aplicación.,2. Ser ciudadanos de un país en desarrollo (excepto India).,3. No debe tener ningún tipo de visado de residencia temporal o permanente en la India o en cualquier país desarrollado.,4. Tener un doctorado en ciencias biológicas o biotecnología.,5. Ser empleado en un país en desarrollo y mantener un trabajo de investigación allí.,6. Ser aceptado en una institución de la biotecnología en la India (ver Carta de Aceptación incluida en el formulario de solicitud).,7. Tener nivel alto de inglés.",ciencias de la computación,"Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-doctorado-y-posdoctorado-en-biotecnologia-twas-dbt-en-la-india-a0808/
Israel,"Becas MFA para estudiantes internacionales en Israel, 2019-2020","Requerimientos básicos:,1. El solicitante debe tener una licenciatura (o un grado superior) y tener un buen historial de logros académicos.,2. El candidato debe ser ciudadano del país donde solicita la beca y ser menor de 35 años al comienzo del año académico. Los ciudadanos israelíes no son elegibles para presentar una solicitud para esta beca. Los beneficiarios de la beca deben recibir una visa de estudiante (A2), emitida por la embajada de Israel a la que se envió su solicitud.,3. Prueba de dominio del idioma inglés o hebreo.,4. El solicitante debe cumplir con los requisitos académicos de la Universidad israelí a la que aplica. Se otorgará la beca solalmente después de que la institución educativa acepte al candidato.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-mfa-para-estudiantes-internacionales-en-israel-a1034/
Colombia,"Becas de Excelencia Doctoral del Bicentenario 2019-2020, Colciencias – EAFIT","Requisitos Colciencias,1. Tener nacionalidad colombiana.,2. Demostrar vinculación a una entidad del SNCTel (Sistema Nacional de Ciencia, Tecnología e Innovación) o realización de actividades de CTel (Ciencia, Tecnología e Innovación) en beneficio del departamento a través del cual se está presentando a la convocatoria.,3. Ser admitido a un programa de doctorado o ser estudiante, no candidato, de doctorado.,4. Si es estudiante activo de doctorado, no contar con financiación para el programa.,5. Presentar una propuesta de tesis doctoral, la cual debe estar relacionada con la contribución al mejoramiento de las capacidades de CTeI del departamento donde se encuentre vinculado y de acuerdo con los focos estratégicos establecidos por el departamento.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-excelencia-doctoral-del-bicentenario-colciencias-eafit-a1103/
Colombia,"Beca-crédito Fondo Ciudad Bolívar, Alcaldía de Bogotá, 2020-1","1. Haber obtenido el título de bachiller en un colegio del sistema educativo oficial local de Ciudad Bolívar, o en el marco de los contratos celebrados por la Alcaldía Local de Ciudad Bolívar durante los años 2.014, 2.015 y 2.016, dentro de los SIETE (7) años anteriores a la fecha de publicación de cada convocatoria.,2. El beneficiario o su núcleo familiar, debe pertenecer al estrato socioeconómico uno (1), dos (2) o tres (3).,3. Haber presentado la Prueba de Estado Saber 11.,4. Estar inscrito o en proceso de inscripción, en una de las Instituciones Educativas del nivel superior, definidas en cada convocatoria por la Junta Administradora del Fondo.,5. Estar debidamente inscrito en la página web del ICETEX dentro de los plazos, términos y condiciones señalados.,6. Acreditar domicilio en la Localidad, mediante certificado de residencia expedido por la Alcaldía Local de Ciudad Bolívar, donde se certifique el barrio donde el aspirante reside, al momento de postularse.,7. Suministrar toda la información solicitada en el formulario del aspirante, registrando datos veraces, los cuales serán verificados por las entidades responsables del proceso.,8. No haber sido beneficiario de las estrategias de financiamiento con recursos público para el acceso y permanencia en educación superior ejecutadas por el Ministerio de Educación Nacional, por la Secretaría de Educación del Distrito, o por la Alcaldía Local de Ciudad Bolívar.,9. Contar con un deudor solidario debidamente aprobado, de conformidad con los lineamientos establecidos por el Administrador.,10. Los demás requisitos que la Junta Administradora del Fondo determine en cada convocatoria.",ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-credito-fondo-ciudad-bolivar-alcaldia-de-bogota-a1150/
